location,city,state,city_primary,audience_segment,creative_size,creative_messaging,state_raw,app_url,exchange,device_make,impressions,clicks,viewable_impressions,measurable_impressions,total_conversions,gross_cost
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,OnAudience>Interest>Arts & Entertainment>Music Lovers,300x250,Sign up Today - 10% Off,Florida,foxnews.com,OpenX,Windows PC,76724,187,43209,69530,9,1493.204528
"New York City, New York",New York City,New York,New York City,US>Sociodemographic>PRIZM Premier Social>T2 Country Comfort,320x50,Subscribe Today - 10% Discount,New York,foxnews.com,PulsePoint,Smartphone,34959,122,17511,31974,5,1477.493357
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Arts and Entertainment>Movies,300x250,10% Discount - Ends 6/1,Tennessee,funnyand.com,Google Ad Manager,Smartphone,9273,70,4648,8751,5,4986.51937
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Intent>Shopping>Consumer Electronics>Cameras and Photography Equip,300x250,Sign up Today - 10% Off,Illinois,gameofglam.com,BidSwitch,Smartphone,11681,88,4713,8230,4,5216.648879
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Intent>Travel>Business Travel,300x250,Sign up Now - 10% Off,New York,gamerant.com,Google Ad Manager,Smartphone,17770,70,12771,16749,9,5195.234677
"Chicago, Illinois",Chicago,Illinois,Chicago,US Home>Dwelling Type>Single-Family,300x250,10% Discount - Ends 6/1,Illinois,gamerant.com,Google Ad Manager,Windows PC,16202,80,11786,15365,2,1570.34276
"Los Angeles, California",Los Angeles,California,Los Angeles,OnAudience>Interest>Games,320x50,Sign up Now - 10% Off,California,gamespot.com,BidSwitch,Smartphone,13779,96,3482,12487,4,1530.041892
"Champaign & Springfield-Decatur,Illinois",Champaign & Springfield-Decatur,Illinois,Champaign,US>Response Performance>Direct Marketing Purchasers,300x250,Subscribe Today - 10% Discount,Illinois,gamingbible.com,Google Ad Manager,Smartphone,13183,100,4337,10596,1,2430.243664
"Jackson, Mississippi",Jackson,Mississippi,Jackson,Online Behavior>United States>Autos and Vehicles>Brands>Saab,320x50,10% Discount - Ends 6/1,Mississippi,geeksforgeeks.org,Google Ad Manager,Smartphone,109709,278,3064,15428,20,5409.083955
"Los Angeles, California",Los Angeles,California,Los Angeles,"Online Behavior>United States>Hobbies and Leisure>Contests, Awards and Prizes",300x250,Subscribe Today - 10% Discount,California,geeksforgeeks.org,BidSwitch,Apple PC,120902,333,9964,70015,15,4669.013669
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>The Changing Consumer>B2B Work from Home,320x50,10% Discount - Ends 6/1,New York,geeksforgeeks.org,BidSwitch,Smartphone,45397,114,716,6867,15,4582.453291
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,US>Sociodemographic>ConneXions Lifestage>M3 Offline Seniors,320x50,Subscribe Today - 10% Discount,Florida,geeksforgeeks.org,Index Exchange,Smartphone,13293,74,9054,12676,5,2901.209509
"Los Angeles, California",Los Angeles,California,Los Angeles,US>Brand Propensities>Apparel>JCPenney Buyer Propensity,300x250,10% Discount - Ends 6/1,California,greatschools.org,BidSwitch,Apple PC,12001,40,7173,11432,2,1659.932713
"Los Angeles, California",Los Angeles,California,Los Angeles,OnAudience>Interest>News>National News,300x50,Sign up Now - 10% Off,California,greedyfinance.com,Google Ad Manager,Smartphone,20537,84,15587,19288,10,1609.880674
"Savannah, Georgia",Savannah,Georgia,Savannah,US>Reach>Propensity Models>Hobbies and Interest>Sports>Plays Soccer,300x250,Sign up Now - 10% Off,Georgia,health.usnews.com,Google Ad Manager,Smartphone,8730,22,3725,7413,3,3268.007134
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,Online Behavior>United States>People and Society>Seniors and Retirement,320x50,Sign up Now - 10% Off,Florida,healthline.com,Google Ad Manager,Smartphone,26820,80,13553,21192,12,6745.10344
"Los Angeles, California",Los Angeles,California,Los Angeles,Media Source,300x250,10% Discount - Ends 6/1,California,healthyrecipesblogs.com,Yieldmo,Smartphone,9149,40,4568,8648,4,1758.098365
"New York City, New York",New York City,New York,New York City,Mobile>US>Sports>Water Sports>Boating,320x50,10% Discount - Ends 6/1,New York,heraldweekly.com,Sharethrough,Smartphone,13655,66,9519,13041,3,1475.245119
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Autos and Vehicles>Hybrid and Alternative Vehicles,300x50,Sign up Now - 10% Off,New York,hindustantimes.com,Google Ad Manager,Smartphone,17518,60,11513,16192,12,6765.0004
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Mobile>US>Travel>Activity>Ski Travelers,320x50,Subscribe Today - 10% Discount,Florida,hindustantimes.com,Google Ad Manager,Smartphone,16580,84,11928,14527,6,1965.738947
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,US>Sociodemographic>P$YCLE Premier Lifestage>M3 Upscale Empty Nests,320x50,Sign up Today - 10% Off,Florida,historyallday.com,BidSwitch,Smartphone,14379,30,6272,11886,18,1973.562233
"Champaign & Springfield-Decatur,Illinois",Champaign & Springfield-Decatur,Illinois,Champaign,Online Behavior>United States>Intent>Auto Buyers>Car Make>Dodge,320x50,Subscribe Today - 10% Discount,Illinois,historycollection.com,Google Ad Manager,Smartphone,138904,399,98952,120688,25,5038.644724
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Intent>Auto Buyers>Type>SUV,300x250,Sign up Today - 10% Off,New York,homeaddict.io,BidSwitch,Windows PC,99205,230,49240,72687,21,6185.002486
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Validated Demographic>Age>35-44,300x250,10% Discount - Ends 6/1,California,homehacks.co,Google Ad Manager,Windows PC,27473,69,11306,20625,2,2922.286102
"New York City, New York",New York City,New York,New York City,US Demographic>Preferred Language>Individual>Non-Hispanic,300x250,Subscribe Today - 10% Discount,New York,houseplans.net,BidSwitch,Smartphone,7356,10,1588,7088,1,1730.37357
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,Online Behavior>United States>Arts and Entertainment>Celebrities and Entertainment News,320x50,10% Discount - Ends 6/1,Florida,icy-veins.com,Google Ad Manager,Smartphone,9261,66,3852,8526,9,6511.029576
"Flint-Saginaw-Bay City, Michigan",Flint-Saginaw-Bay City,Michigan,Flint,OnAudience>Intent>Education,320x50,Subscribe Today - 10% Discount,Michigan,icy-veins.com,PubMatic,Smartphone,19344,68,2353,18261,10,1500.722291
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Intent>Auto Buyers>Car Make>Mazda,300x250,10% Discount - Ends 6/1,Florida,iflscience.com,Google Ad Manager,Smartphone,11672,84,7619,9999,7,5284.27704
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Females 25-34,300x250,10% Discount - Ends 6/1,California,ign.com,Index Exchange,Smartphone,8273,24,1929,7441,3,4689.521024
"Panama City, Florida",Panama City,Florida,Panama City,OnAudience>Interest>Technology & Computing>Internet Technology,300x250,Subscribe Today - 10% Discount,Florida,ign.com,OpenX,Smartphone,13833,84,7693,13237,6,1526.787066
"Peoria-Bloomington, Illinois",Peoria-Bloomington,Illinois,Peoria,Mobile>US>Sports>UFC Fans,320x50,Sign up Today - 10% Off,Illinois,ign.com,Google Ad Manager,Smartphone,22180,60,4835,19291,9,1441.631095
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,Online Behavior>United States>Intent>Shopping>Auto Parts Stores,320x50,Subscribe Today - 10% Discount,Florida,insider.com,Google Ad Manager,Smartphone,102905,421,45324,99065,1,6407.581828
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Autos and Vehicles>Brands>Ford,300x50,Sign up Today - 10% Off,New York,insider.com,Google Ad Manager,Smartphone,89744,311,48786,85900,3,6369.811226
"Champaign & Springfield-Decatur,Illinois",Champaign & Springfield-Decatur,Illinois,Champaign,Lotame>Technology>Mobile Phones,300x250,Sign up Today - 10% Off,Illinois,insider.com,PubMatic,Smartphone,39705,190,12950,38030,3,1476.419509
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Autos and Vehicles>Brands>Maybach,320x50,Sign up Today - 10% Off,Florida,insidethemagic.net,Magnite DV+,Smartphone,23941,150,13054,22276,6,2856.165425
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>The Changing Consumer>Online Retailers,320x50,Subscribe Today - 10% Discount,Illinois,investing.com,Google Ad Manager,Smartphone,42759,177,17744,34812,12,6316.488054
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Finance>Financial Planning and Management>Inheritance and Estate Planning,320x50,Sign up Today - 10% Off,Illinois,investing.com,Index Exchange,Smartphone,115673,410,52475,97166,22,5045.93793
"San Francisco, California",San Francisco,California,San Francisco,Lotame>Travel>Winter Holiday Travel,300x250,Sign up Now - 10% Off,California,investing.com,Magnite DV+,Apple PC,81486,193,57653,76803,6,1463.842874
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,US>Brand Propensities>Home and Household Goods>Pottery Barn Kids Buyer Propensity,300x250,Sign up Now - 10% Off,Florida,investmentguru.com,OpenX,Windows PC,31813,84,14149,21281,13,2060.993882
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,Online Behavior>United States>Intent>Shopping>Drug Stores,320x50,Sign up Now - 10% Off,Florida,investopedia.com,Google Ad Manager,Smartphone,7687,10,5311,7266,6,6486.853909
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,Media and Entertainment>Sports and Recreational Activities>Interest (Affinity)>Individual Sports>Tennis and Racquet Sports,300x250,Sign up Now - 10% Off,Florida,investopedia.com,BidSwitch,Apple PC,17228,30,11116,16044,3,1547.513459
"New York City, New York",New York City,New York,New York City,US>Reach>Propensity Models>Hobbies and Interest>Sports>NBA Enthusiast,320x50,10% Discount - Ends 6/1,New York,jdpower.com,OpenX,Smartphone,21482,67,10473,19679,3,3563.098841
"Los Angeles, California",Los Angeles,California,Los Angeles,Mobile>US>Device Ownership>Smartphones>Vivo,300x50,Subscribe Today - 10% Discount,California,jdpower.com,Google Ad Manager,Smartphone,9178,25,4644,8462,2,1503.205183
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,"Lotame>Style, Fashion & Clothing>Women's Clothing Shoppers",320x50,Subscribe Today - 10% Discount,Florida,jdpower.com,Magnite DV+,Smartphone,9040,21,3585,8450,3,1473.192464
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Intent>Shopping>Office Supplies,320x50,Subscribe Today - 10% Discount,New York,kbb.com,Magnite DV+,Smartphone,96728,341,69700,91910,15,6587.243331
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Validated Demographic>Gender>Male,320x50,Sign up Today - 10% Off,California,kbb.com,Google Ad Manager,Smartphone,48947,230,32089,45597,21,5702.290265
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>The Changing Consumer>Home Cooking,300x50,10% Discount - Ends 6/1,New York,kbb.com,Google Ad Manager,Smartphone,58938,175,41861,55929,9,4881.198269
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>B2B>Occupation>Teacher,300x250,Sign up Today - 10% Off,Illinois,kbb.com,OpenX,Smartphone,49014,100,30349,46446,6,3628.34617
"Jackson, Mississippi",Jackson,Mississippi,Jackson,Online Behavior>United States>Finance>Accounting and Auditing>Bookkeeping,320x50,10% Discount - Ends 6/1,Mississippi,kbb.com,BidSwitch,Smartphone,69523,174,48273,65800,9,2649.997803
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,OnAudience>Interest>Arts & Entertainment>Fine Art,300x50,Sign up Now - 10% Off,Florida,kbb.com,BidSwitch,Smartphone,37717,69,26541,35126,5,1725.271363
"Flint-Saginaw-Bay City, Michigan",Flint-Saginaw-Bay City,Michigan,Flint,Lotame>Technology>Electronics & Gadgets,300x250,10% Discount - Ends 6/1,Michigan,kbb.com,Google Ad Manager,Apple PC,16236,50,8669,15208,11,1639.813696
"Chicago, Illinois",Chicago,Illinois,Chicago,OnAudience>Intent>Toys & Games,320x50,Subscribe Today - 10% Discount,Illinois,kbb.com,Google Ad Manager,Smartphone,9222,33,5352,8141,2,1583.164302
"Chattanooga, Tennessee",Chattanooga,Tennessee,Chattanooga,Online Behavior>United States>Validated Demographic>Age>25 or older,320x50,10% Discount - Ends 6/1,Tennessee,kiplinger.com,OpenX,Smartphone,8233,65,5361,7643,4,6381.006576
"Knoxville, Tennessee",Knoxville,Tennessee,Knoxville,"Lotame>Style, Fashion & Clothing>Children's Clothing Shoppers",320x50,Sign up Today - 10% Off,Tennessee,lensvid.com,Yieldmo,Smartphone,9014,26,5054,7227,4,1539.60069
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Males 18-64,300x250,Sign up Today - 10% Off,Florida,livescience.com,BidSwitch,Smartphone,9702,40,5564,8210,1,5711.39201
"Knoxville, Tennessee",Knoxville,Tennessee,Knoxville,Online Behavior>United States>Food and Drink>Beverages>Soft Drinks,300x250,Sign up Today - 10% Off,Tennessee,lotterypost.com,Magnite DV+,Smartphone,150457,420,58372,135099,14,5906.830006
"Panama City, Florida",Panama City,Florida,Panama City,Online Behavior>United States>Validated Demographic>Age>25-34,320x50,10% Discount - Ends 6/1,Florida,lotterypost.com,OpenX,Smartphone,190592,601,28906,172515,25,4742.047766
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Reach>Propensity Models>Finance>Credit>Debit Card>Major Credit Card User,320x50,Sign up Today - 10% Off,Illinois,m.timesofindia.com,BidSwitch,Smartphone,12868,80,6472,11922,6,3137.143043
"San Francisco, California",San Francisco,California,San Francisco,Lotame>Technology,320x50,Subscribe Today - 10% Discount,California,m.timesofindia.com,Google Ad Manager,Smartphone,9059,22,589,7480,4,1908.526117
"Ft. Myers-Naples, Florida",Ft. Myers-Naples,Florida,Ft. Myers,"US>Reach>Propensity Models>Real Estate>Mortgage Amount>$120,000-$159,999",300x250,Sign up Today - 10% Off,Florida,m.timesofindia.com,Sovrn,Windows PC,15904,190,7523,14815,2,1825.725708
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Food and Drink>Restaurants>Fast Food,300x50,Sign up Now - 10% Off,Illinois,macrumors.com,Google Ad Manager,Smartphone,7822,25,3786,7232,13,6781.821647
"Knoxville, Tennessee",Knoxville,Tennessee,Knoxville,Online Behavior>United States>Validated Demographic>Age>18-54,320x50,10% Discount - Ends 6/1,Tennessee,macrumors.com,PubMatic,Smartphone,12214,50,5376,11490,7,5616.309402
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Travel>Air Travel>Airport Parking and Transportation,300x250,Subscribe Today - 10% Discount,Florida,mail.aol.com,Google Ad Manager,Windows PC,141165,250,102776,128004,28,7222.211408
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Sports>Individual Sports>Track and Field,320x50,Sign up Now - 10% Off,Illinois,mail.aol.com,Google Ad Manager,Smartphone,7514,20,2646,3373,3,6756.295179
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,Online Behavior>United States>Sports>Individual Sports>Bowling,300x250,Sign up Today - 10% Off,Michigan,mail.aol.com,Smart RTB+ (Smartadserver),Windows PC,30460,95,21830,27750,25,6643.966542
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Autos and Vehicles>Brands>SEAT,300x250,Sign up Now - 10% Off,Illinois,mail.aol.com,BidSwitch,Smartphone,14083,97,9945,12878,11,5979.67
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Intent>Services>Photography,300x50,10% Discount - Ends 6/1,Illinois,mail.aol.com,Google Ad Manager,Smartphone,100058,435,73422,91976,8,5831.225793
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Autos and Vehicles>Brands>Acura,300x250,Subscribe Today - 10% Discount,New York,mail.aol.com,Google Ad Manager,Windows PC,83854,197,60626,76071,15,5783.843758
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>The Changing Consumer>Delivery Services and Quick Service Restaurants,300x250,Subscribe Today - 10% Discount,California,mail.aol.com,PubMatic,Smartphone,103665,270,77283,94019,4,5284.685565
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Intent>Auto Buyers>Type>Sedan,300x250,Sign up Today - 10% Off,Illinois,mail.aol.com,Index Exchange,Windows PC,25889,110,18382,23328,15,4977.784794
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,"Online Behavior>United States>Finance>Grants, Scholarships and Financial Aid>Study Grants and Scholarships",300x50,10% Discount - Ends 6/1,Florida,mail.aol.com,Google Ad Manager,Smartphone,39844,101,28001,36335,3,4439.368082
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Arts and Entertainment>Events and Listings>Food and Beverage Events,300x250,Sign up Today - 10% Off,California,mail.aol.com,Google Ad Manager,Smartphone,224359,480,163149,200859,5,4196.936777
"Chattanooga, Tennessee",Chattanooga,Tennessee,Chattanooga,US>Reach>Propensity Models>Hobbies and Interest>Music>Streaming,320x50,Subscribe Today - 10% Discount,Tennessee,mail.aol.com,Magnite DV+,Smartphone,15399,35,3398,4324,3,3434.731153
"Los Angeles, California",Los Angeles,California,Los Angeles,US>B2B>B2B Decision Maker Responsibilities>Computer Software,300x250,Subscribe Today - 10% Discount,California,mail.aol.com,BidSwitch,Smartphone,136733,110,102728,127130,4,1946.050447
"Toledo, Ohio",Toledo,Ohio,Toledo,US>Brand Propensities>Health>Beauty and Cosmetics>ULTA Buyer Propensity,320x50,Sign up Now - 10% Off,Ohio,mail.aol.com,Google Ad Manager,Smartphone,198754,480,137649,178415,4,1803.081497
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,US>Home and Garden Interests>House and Garden Merchandise Buyers,300x250,Subscribe Today - 10% Discount,Florida,mail.aol.com,Index Exchange,Smartphone,15033,76,5495,7050,3,1650.72301
"New York City, New York",New York City,New York,New York City,Lotame>Offline CPG>General Purchasers>Product Segment,300x250,Subscribe Today - 10% Discount,New York,mail.aol.com,Google Ad Manager,Smartphone,92806,212,67534,85013,11,1579.379602
"San Francisco, California",San Francisco,California,San Francisco,US>Brand Propensities>Apparel>Bare Necessities Buyer Propensity,320x50,Subscribe Today - 10% Discount,California,mail.aol.com,BidSwitch,Smartphone,186702,370,132038,167406,4,1568.73602
"San Francisco, California",San Francisco,California,San Francisco,Mobile>US>Travel>Destination>International Travelers>yes,320x50,Sign up Today - 10% Off,California,mail.aol.com,BidSwitch,Smartphone,69136,190,40571,63614,3,1507.946851
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,US>Brand Propensities>Media and Entertainment>Sony Network Entertainment International Buyer Propensity,300x250,10% Discount - Ends 6/1,Florida,mail.aol.com,PubMatic,Windows PC,32173,104,24427,30084,11,1498.29154
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,Travel and Tourism>Interest (Affinity)>Destinations>Europe,320x50,Sign up Today - 10% Off,Florida,mail.aol.com,Magnite DV+,Smartphone,88819,200,65488,80451,6,1442.22799
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Finance>Financial Planning and Management>Financial Planning and Management,320x50,10% Discount - Ends 6/1,Illinois,mail.yahoo.com,Xandr - Monetize SSP (AppNexus),Smartphone,1323451,3414,737990,1177859,123,8187.114541
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Beauty and Fitness>Fitness,300x250,10% Discount - Ends 6/1,Illinois,mail.yahoo.com,BidSwitch,Smartphone,728841,2174,424340,634059,37,8054.141368
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>The Changing Consumer>Data For Good>Current Affairs>Social Justice,320x50,Sign up Now - 10% Off,New York,mail.yahoo.com,Magnite DV+,Smartphone,1010148,2874,699834,955905,31,7788.701621
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Sports>Team Sports>Rugby,300x250,10% Discount - Ends 6/1,New York,mail.yahoo.com,BidSwitch,Smartphone,1956642,4563,981461,1731673,106,7730.240616
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Beauty and Fitness>Fashion and Style>Fashion Designers and Collections,300x250,Sign up Now - 10% Off,Florida,mail.yahoo.com,Google Ad Manager,Smartphone,23774,60,10735,21076,24,7657.108034
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Beauty and Fitness>Weight Loss,300x50,Sign up Now - 10% Off,Illinois,mail.yahoo.com,Magnite DV+,Smartphone,1083050,3984,590156,953556,19,7495.749847
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Travel>Travel Agencies and Services,300x50,Subscribe Today - 10% Discount,New York,mail.yahoo.com,Google Ad Manager,Smartphone,184622,180,98938,161848,13,7149.816075
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Females 18-64,320x50,Sign up Now - 10% Off,Illinois,mail.yahoo.com,Yahoo Exchange,Smartphone,742281,1999,432673,642404,11,6024.422487
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Travel>Specialty Travel>Agritourism,300x250,Subscribe Today - 10% Discount,California,mail.yahoo.com,PubMatic,Smartphone,1720462,4865,940296,1516537,20,5906.464967
"Ft. Myers-Naples, Florida",Ft. Myers-Naples,Florida,Ft. Myers,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Females 25-64,300x250,Subscribe Today - 10% Discount,Florida,mail.yahoo.com,Google Ad Manager,Smartphone,766674,1984,344201,720606,17,5816.234619
"Flint-Saginaw-Bay City, Michigan",Flint-Saginaw-Bay City,Michigan,Flint,Online Behavior>United States>The Changing Consumer>Home Entertaining,300x250,Sign up Today - 10% Off,Michigan,mail.yahoo.com,Google Ad Manager,Smartphone,14730,86,6410,10860,6,5287.567528
"Augusta, Georgia",Augusta,Georgia,Augusta,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Females 18-44,320x50,10% Discount - Ends 6/1,Georgia,mail.yahoo.com,PubMatic,Smartphone,207685,512,20134,30708,34,5239.204787
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Food and Drink>Restaurants,300x250,Sign up Today - 10% Off,California,mail.yahoo.com,Taboola,Smartphone,908899,1984,644697,853964,32,5181.087383
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Sports>Winter Sports>Ice Skating,300x250,Sign up Now - 10% Off,Illinois,mail.yahoo.com,Google Ad Manager,Smartphone,470192,940,336480,443202,3,4963.966251
"New York City, New York",New York City,New York,New York City,US>Reach>Propensity Models>Hobbies and Interest>Sports>PGA Tour Enthusiast,320x50,Sign up Now - 10% Off,New York,mail.yahoo.com,PubMatic,Smartphone,65257,201,12749,19274,3,2468.135837
"Tampa-St Petersburg (Sarasota), Florida",Tampa-St Petersburg (Sarasota),Florida,Tampa,US>Sociodemographic>ConneXions Lifestage>M4 Elderly Traditionalists,320x50,Sign up Today - 10% Off,Florida,mail.yahoo.com,Google Ad Manager,Smartphone,31003,87,12591,22656,8,2294.003778
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,US>Reach>Propensity Models>Hobbies and Interest>Sports>NASCAR Enthusiast,300x250,Sign up Now - 10% Off,Florida,mail.yahoo.com,Google Ad Manager,Smartphone,12988,69,6514,9378,4,2236.485099
"Chicago, Illinois",Chicago,Illinois,Chicago,Mobile>US>Automotive>Vehicle Ownership>yes,300x50,Sign up Today - 10% Off,Illinois,mail.yahoo.com,Google Ad Manager,Smartphone,562103,1450,340616,488921,8,1733.830172
"San Francisco, California",San Francisco,California,San Francisco,US>Brand Propensities>Media and Entertainment>Steam Community Buyer Propensity,320x50,Sign up Today - 10% Off,California,mail.yahoo.com,Google Ad Manager,Smartphone,780475,2186,453974,691696,11,1726.249457
"New York City, New York",New York City,New York,New York City,OnAudience>Interest>Travel,300x250,Subscribe Today - 10% Discount,New York,mail.yahoo.com,BidSwitch,Smartphone,7540,10,1475,2054,1,1713.978863
"Nashville, Tennessee",Nashville,Tennessee,Nashville,US>Brand Propensities>Automotive>Tirerack.com Buyer Propensity,300x250,Sign up Today - 10% Off,Tennessee,mail.yahoo.com,Google Ad Manager,Smartphone,482834,1269,292059,428761,7,1594.463397
"Nashville, Tennessee",Nashville,Tennessee,Nashville,"Lotame>Style, Fashion & Clothing>Clothing Shoppers",300x250,Subscribe Today - 10% Discount,Tennessee,mail.yahoo.com,Index Exchange,Smartphone,19464,68,11814,17040,9,1540.46935
"Los Angeles, California",Los Angeles,California,Los Angeles,Transactional>Q3 Home Entertainers,320x50,Subscribe Today - 10% Discount,California,mail.yahoo.com,PubMatic,Smartphone,50838,130,23274,35934,11,1521.372273
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Travel and Tourism>Interest (Affinity)>Products>Hotels and Lodging,300x250,Sign up Today - 10% Off,Florida,mail.yahoo.com,Smart RTB+ (Smartadserver),Smartphone,679098,1984,467726,634589,9,1477.424856
"San Francisco, California",San Francisco,California,San Francisco,US>Demographic>Family>Households with 3 Adults,300x250,10% Discount - Ends 6/1,California,mail.yahoo.com,Google Ad Manager,Windows PC,32436,56,17531,28429,6,1470.670167
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Intent>Shopping>Entertainment,300x50,Sign up Today - 10% Off,New York,mapquest.com,Index Exchange,Smartphone,11734,78,8741,10606,5,6439.283498
"Tri-Cities, Tennessee-Virginia",Tri-Cities,Tennessee,Tri-Cities,Online Behavior>United States>The Changing Consumer>Personal Budgeting,320x50,Sign up Today - 10% Off,Tennessee-Virginia,mapquest.com,Magnite DV+,Smartphone,27371,60,22256,25986,5,4984.485583
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,Mobile>US>Food>Restaurant>Brand>Moes Southwest Grill,320x50,Sign up Today - 10% Off,Florida,mapquest.com,Index Exchange,Smartphone,21903,124,18831,20922,4,1661.167909
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Males 25-54,300x250,Subscribe Today - 10% Discount,Illinois,marca.com,Sharethrough,Smartphone,9725,80,6616,8778,1,4942.283987
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Travel>Business Travel,320x50,Sign up Today - 10% Off,Illinois,marca.com,Google Ad Manager,Smartphone,45965,190,10028,37295,1,4718.836114
"Los Angeles, California",Los Angeles,California,Los Angeles,US Financial>Likely In Market Timing>Not At All Likely to Purchase>Second House/Residence In The Next Year (Financial),300x250,Sign up Now - 10% Off,California,maxroll.gg,Google Ad Manager,Smartphone,8944,45,3002,6361,6,1755.484542
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Hobbies and Leisure>Special Occasions>Party Planning,300x250,10% Discount - Ends 6/1,California,mayoclinic.org,Index Exchange,Smartphone,14398,30,2807,13393,7,5154.644555
"Charleston, South Carolina",Charleston,South Carolina,Charleston,Online Behavior>United States>Sports>Individual Sports>Skate Sports,320x50,Sign up Today - 10% Off,South Carolina,medical-news.org,Yahoo Exchange,Smartphone,117879,390,52098,86127,1,5102.706729
